id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
36948586,怪兽8号 第二季,,https://dou.img.lithub.cc/movie/36948586.jpg,2025-07-19(日本),https://movie.douban.com/subject/36948586/,6.9,动画,3,,,2026-01-09 00:58:17,2025 / 日本 / 动画 / 宫繁之 / 福西胜也 濑户麻沙美
37168697,胆大党 第二季,,https://dou.img.lithub.cc/movie/37168697.jpg,2025-07-03(日本),https://movie.douban.com/subject/37168697/,8.7,"动作,动画,奇幻",4,,,2026-01-09 00:54:52,2025 / 日本 / 动作 动画 奇幻 / 山代风我 阿贝尔·贡戈拉 / 若山诗音 花江夏树
36016488,驻站,,https://dou.img.lithub.cc/movie/36016488.jpg,2025-01-05(中国大陆),https://movie.douban.com/subject/36016488/,6.9,"剧情,喜剧,犯罪",3,,,2026-01-09 00:53:39,2025 / 中国大陆 / 剧情 喜剧 犯罪 / 刘雪松 / 郭京飞 陈数
36467256,灵笼 第二季,,https://dou.img.lithub.cc/movie/36467256.jpg,2025-05-23(中国大陆),https://movie.douban.com/subject/36467256/,8.9,"动作,科幻,动画",4,,,2026-01-09 00:47:04,2025 / 中国大陆 / 动作 科幻 动画 / 董相博 / 夏一可 图特哈蒙
36721436,扫毒风暴,,https://dou.img.lithub.cc/movie/36721436.jpg,2025-07-12(中国大陆),https://movie.douban.com/subject/36721436/,7.5,"剧情,犯罪",3,,,2026-01-09 00:46:04,2025 / 中国大陆 / 剧情 犯罪 / 五百 蔺水净 / 段奕宏 秦昊
36657787,以法之名,,https://dou.img.lithub.cc/movie/36657787.jpg,2025-06-24(中国大陆),https://movie.douban.com/subject/36657787/,6.8,"剧情,犯罪",2,,,2026-01-09 00:45:51,2025 / 中国大陆 / 剧情 犯罪 / 傅东育 郑世龙 / 张译 李光洁
36782612,善意的竞争,,https://dou.img.lithub.cc/movie/36782612.jpg,2025-02-10(韩国),https://movie.douban.com/subject/36782612/,8.2,"剧情,悬疑,惊悚",2,,,2026-01-09 00:45:10,2025 / 韩国 / 剧情 悬疑 惊悚 / 金泰熙 / 李惠利 郑受彬
36282639,唐探1900,,https://dou.img.lithub.cc/movie/36282639.jpg,2025-01-29(中国大陆),https://movie.douban.com/subject/36282639/,6.4,"喜剧,动作,悬疑",3,,,2026-01-09 00:40:19,2025 / 中国大陆 中国香港 / 喜剧 动作 悬疑 / 陈思诚 戴墨 / 王宝强 刘昊然
36438475,浪浪山小妖怪,,https://dou.img.lithub.cc/movie/36438475.jpg,2025-08-02(中国大陆),https://movie.douban.com/subject/36438475/,8.5,"剧情,喜剧,动画",3,,,2026-01-09 00:40:05,2025 / 中国大陆 / 剧情 喜剧 动画 奇幻 / 於水 / 陈子平 路扬
34780991,哪吒之魔童闹海,,https://dou.img.lithub.cc/movie/34780991.jpg,2025-01-29(中国大陆),https://movie.douban.com/subject/34780991/,8.4,"剧情,喜剧,动画",4,,,2026-01-09 00:39:27,2025 / 中国大陆 / 剧情 喜剧 动画 奇幻 / 饺子 / 吕艳婷 囧森瑟夫
2154096,士兵突击,,https://dou.img.lithub.cc/movie/2154096.jpg,2006-12-24(中国大陆),https://movie.douban.com/subject/2154096/,9.5,剧情,5,,,2026-01-09 00:38:11,2006 / 中国大陆 / 剧情 / 康洪雷 / 王宝强 陈思诚
33404425,隐秘的角落,,https://dou.img.lithub.cc/movie/33404425.jpg,2020-06-16(中国大陆),https://movie.douban.com/subject/33404425/,8.8,"剧情,悬疑,犯罪",4,,,2026-01-09 00:37:48,2020 / 中国大陆 / 剧情 悬疑 犯罪 / 辛爽 / 秦昊 王景春
